Date,AAP,AXP,BA,CAT,CVX,DIS,DOW,GS,HD,IBM,INT,JNJ,JPM,KO,MCD,MMM,MRK,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2011-06-01,57.224556,45.296978,59.247883,80.802406,72.675156,34.376938,,116.787315,29.479355,126.091576,33.976803,51.174507,31.79954,24.574959,64.67067,74.581123,26.076975,17.786587,14.853623,47.97765,44.858143,46.919998,44.654449,18.051943,24.705488,34.077381,42.617588,59.146904
2011-05-01,60.756447,45.209373,62.205139,80.301506,73.569107,36.657589,,123.174301,29.528196,123.613045,34.591484,51.321743,33.586018,24.399656,62.07568,73.776672,27.155821,16.693455,15.31823,50.566345,44.239964,49.893681,42.377575,17.237097,24.506409,34.878067,43.994629,60.323784
2011-04-01,64.043755,42.831059,63.600227,87.232124,76.745834,37.952,,132.171844,30.236284,124.820419,37.428394,50.124332,35.251266,24.637045,59.616718,75.988914,26.56468,16.272413,14.975443,48.578564,45.152294,50.858124,42.619991,16.611917,24.752016,34.150616,43.80341,63.583172
2011-03-01,64.141037,39.445065,58.936634,84.163399,75.378349,37.943199,,138.815079,29.958519,119.32505,38.36441,45.189682,35.614349,23.879183,57.92662,73.088791,24.110477,14.753751,14.504115,46.108456,42.667339,47.512177,39.018803,15.655012,25.24995,32.088127,41.180393,60.800743
2011-02-01,61.267281,38.022587,57.074436,77.799187,72.212517,38.515556,,143.045013,30.289948,117.987106,39.148514,46.439995,36.070141,23.008099,57.147232,71.665031,23.789099,17.35174,13.59701,47.193806,41.897144,47.87162,36.757103,15.408814,24.188578,34.503036,41.125027,61.488491
2011-01-01,62.498882,37.70174,55.069164,72.981407,66.073601,34.227242,,142.905228,29.724085,118.074593,35.464169,45.1777,34.67836,22.622959,55.629425,68.316032,24.227335,16.075161,12.87617,46.906113,40.773739,44.940052,35.436321,14.733822,23.034863,32.194336,44.360905,58.001774
2010-12-01,64.60154,37.301956,51.724434,70.461166,63.512241,32.672321,,146.870438,28.341749,106.96682,34.120861,46.749897,32.733776,23.674019,57.962742,67.057274,26.045647,16.412615,12.374412,47.79771,39.47982,44.208603,31.069481,14.845623,23.138327,31.016117,42.433506,52.566803
2010-11-01,64.445274,37.562683,50.239265,63.645248,55.878922,31.801287,,136.072571,24.23313,102.647751,28.402592,46.126202,28.860056,22.426027,58.666409,64.847908,24.91103,16.54903,11.401419,45.375515,37.533234,42.843689,31.422239,15.452919,20.700331,27.606361,42.559399,49.69458
2010-10-01,63.458916,35.863628,55.651577,58.807484,57.00383,31.470297,,140.42128,24.786615,104.200592,26.638048,47.767406,29.000128,21.76926,58.269302,65.033203,26.240782,15.647893,12.184833,46.872837,37.283905,43.803886,31.017849,16.354773,20.699255,26.837984,42.622345,47.501328
2010-09-01,57.247517,36.356678,52.421516,58.867329,55.934143,28.831081,,125.998314,25.412298,97.336113,24.507463,46.433445,29.331512,20.462824,55.826744,66.95594,26.326302,15.167553,12.009961,44.218407,35.518692,41.046978,30.098061,15.538717,20.769354,26.536961,42.110912,44.143589
2010-08-01,53.140282,34.488258,47.868546,48.751854,50.65033,28.3433,,119.0326,22.127617,88.906403,24.064611,42.332146,28.021381,19.539688,54.333408,60.276249,25.146233,13.248425,11.006031,43.997192,32.320847,38.596771,27.191977,14.338008,18.819233,21.160755,39.222908,41.928932
2010-07-01,52.223236,38.614384,53.357815,51.840786,52.106667,29.344988,,131.107117,22.676434,92.711594,24.545153,43.126522,30.999989,19.270439,51.856964,65.640129,24.645592,13.937346,10.376524,44.745789,35.240173,39.747032,26.103277,15.246343,18.189131,22.475433,40.044292,42.333248
2010-06-01,48.896637,34.187019,49.137108,44.646252,46.397564,27.437429,,114.11245,22.170681,89.159103,24.405998,43.846657,28.175516,17.231533,48.986359,60.613888,24.736057,12.595591,9.864614,43.882492,32.17215,38.512234,24.244165,14.705919,16.44886,21.019054,37.603626,40.481892
2010-05-01,50.436237,34.333401,49.9669,45.159088,50.039509,29.10981,,125.091675,26.743839,89.983139,24.490675,42.890663,30.461258,17.671602,49.315689,60.479168,23.830647,13.4962,10.425756,44.694584,33.202301,38.684265,24.816116,14.971877,16.155346,25.125391,39.323395,42.597256
