Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2015-12-29,101.100266,65.568642,131.135498,59.591778,24.04921,75.732185,101.023895,,171.44342,121.009979,114.465271,31.419546,92.142067,59.041424,38.038979,107.466469,134.540054,46.965214,51.863846,60.978935,27.77116,69.998428,54.799126,104.259232,112.085289,76.6511,38.638073,77.560394,55.3881,65.271263
2015-12-28,99.31517,64.834412,128.634689,59.066395,23.650846,74.993538,101.184273,,169.659225,120.086792,112.688255,30.967407,91.424622,58.434006,37.847523,106.285034,133.070511,46.524963,51.313572,60.551922,27.424341,69.615143,54.134342,102.863297,110.691467,75.993057,38.261593,76.684914,54.614952,64.924934
2015-12-24,100.44014,65.206161,127.735809,59.755398,23.711462,76.396156,99.872902,,170.453247,120.285919,113.212357,31.01173,91.867508,58.627682,37.891041,106.123932,133.044128,46.533764,51.056767,59.954098,27.593523,69.501915,54.252647,102.672958,110.700821,75.731804,38.228859,77.2388,54.686871,65.41143
2015-12-23,100.979393,65.029572,128.207458,60.194649,23.728785,77.856842,99.589859,,170.901627,120.475983,113.449829,31.029453,91.663773,58.742119,38.004173,106.329796,133.017715,46.648228,51.194328,61.069088,27.542768,69.615143,54.252647,102.618568,111.028214,76.022079,38.425282,76.872513,54.920612,66.120537
2015-12-22,99.696365,63.988659,126.712364,58.919968,23.287119,74.918839,100.703125,,168.192596,119.36274,112.95031,30.790089,90.9729,57.817802,37.67347,105.363144,131.090576,45.873394,50.763275,62.558937,27.508934,69.336411,53.447029,101.956863,109.858932,74.880196,37.926044,76.8368,54.426159,64.026176
2015-12-21,99.789322,63.570435,125.395226,56.189716,23.070614,74.064018,100.5616,,166.044052,118.846809,110.960396,30.355677,89.972046,57.694561,37.229641,105.336304,129.779388,45.670891,50.286381,61.586258,27.458179,68.770226,52.737186,100.560928,109.830849,74.677002,37.565929,75.836243,53.536137,63.704597
2015-12-18,98.58065,63.077866,124.22049,56.077751,22.750193,74.537094,101.627708,,163.932938,117.923645,110.469055,30.027643,90.299759,56.691025,36.98597,104.414406,129.286636,45.468376,49.644379,60.978935,27.060602,68.055946,52.021706,99.826721,108.343498,73.854462,37.28767,73.710075,52.90683,63.721085
2015-12-17,101.32341,64.657829,129.542404,55.896893,23.1399,75.142929,105.675072,,170.584015,118.883041,111.984016,30.949671,91.796623,58.345978,37.847523,105.166245,130.984985,46.366478,51.084278,61.785545,27.348211,69.937447,52.883663,102.672958,111.524002,76.147903,37.729607,74.451546,53.023708,64.281784
2015-12-16,103.517616,65.717331,131.811798,58.325691,23.590221,77.549767,107.354401,,173.946945,120.285919,114.064003,31.295425,93.222664,59.446335,38.152111,105.470551,131.952957,47.563938,51.478649,62.122421,27.559687,70.54718,53.59351,103.824142,111.159187,77.280113,38.065159,75.675446,54.210388,65.263008
2015-12-15,102.727333,65.196892,130.405716,57.490253,23.252481,76.985413,105.816589,,170.023514,118.828728,112.835655,31.189039,92.230637,58.187527,37.48201,104.656067,130.351395,46.577801,50.625721,61.021641,27.288996,69.40609,52.540012,102.591377,110.017952,76.080162,37.279484,73.352745,53.617046,65.493889
2015-12-14,104.577499,63.970081,127.264145,56.947647,22.940714,74.138725,103.165512,,164.782974,119.480392,111.312523,30.559582,90.476913,56.576588,36.942455,104.056412,138.711182,45.961452,50.57069,60.665787,27.221323,68.195328,52.410423,100.642509,108.371552,74.386711,37.197624,73.754723,54.291302,62.690418
2015-12-11,105.228317,63.997952,128.705887,56.353363,22.654924,71.740181,101.929611,,164.932449,118.059402,110.198837,30.382273,90.060608,56.400532,36.785801,103.895309,136.247208,45.917427,49.580185,59.920872,27.119814,67.751076,52.562534,99.491341,108.493172,73.651245,36.682026,72.995399,53.36533,61.296928
2015-12-10,108.008263,65.159691,130.298904,57.171574,23.183193,74.113808,104.495773,,170.116928,119.960091,112.008598,30.825552,90.910912,57.756184,37.212242,104.897728,138.61438,46.868351,50.689915,61.035873,27.373587,67.759789,52.883663,100.606255,108.708321,75.596313,37.09124,74.523018,53.545128,62.410065
2015-12-09,107.496902,64.927345,128.367691,56.766785,23.148552,72.702919,104.495773,,168.809128,119.380814,111.869385,30.861017,90.476913,57.624142,37.125214,104.342812,137.320801,46.108894,50.42395,61.130768,27.314373,67.681381,53.047043,100.651573,107.623215,75.364067,37.123978,74.451546,53.158554,62.360596
2015-12-08,109.923523,64.973824,129.035141,57.30938,23.512281,71.740181,105.442566,,170.873611,121.136688,113.048607,30.807817,90.716049,58.064293,37.429802,104.298065,137.972,46.676308,51.166824,62.487755,27.517389,67.72496,53.086483,101.857155,108.399612,76.51561,37.402245,74.737419,53.590076,61.536037
2015-12-07,109.970024,65.62439,132.114395,58.876907,23.806726,72.43734,106.708099,,173.274353,121.218132,114.276924,31.020597,91.513214,58.979782,37.59515,104.199608,138.816772,46.859634,51.185169,62.440323,27.627359,68.264992,54.032936,102.410057,108.427696,76.98011,37.696873,75.81839,54.39019,63.32531
2015-12-04,110.667328,66.079796,132.158875,60.272179,23.798061,74.454094,107.092453,,177.478012,121.7612,114.99752,30.976265,91.185493,59.763256,37.67347,104.002708,139.230377,46.824707,51.276878,62.483017,27.745789,67.794617,53.931538,102.833809,110.139557,77.802658,37.410431,75.595055,53.635025,65.023895
2015-12-03,107.106407,65.447815,129.542404,59.979336,23.339077,73.740349,104.889488,,173.003433,118.502884,113.761009,30.17837,89.272301,57.923447,36.951153,101.487663,135.851257,45.908115,49.708591,60.967323,27.398962,65.974129,53.351254,100.336464,107.576416,75.760811,36.469231,73.200874,53.077641,64.65284
2015-12-02,108.110535,66.172729,130.788361,61.176502,23.763426,74.90226,106.867477,,177.730194,121.10955,114.399757,30.87874,90.388344,58.680496,37.220936,101.783035,137.012833,46.981834,50.634888,62.634117,27.830378,66.01767,53.661121,103.419853,110.046005,76.486588,36.763866,74.424744,52.457325,65.592819
2015-12-01,109.096039,67.102112,131.482529,61.632988,23.876007,76.753029,108.170502,,180.355179,121.670685,115.693626,31.109249,90.662903,59.516777,37.325367,102.436386,138.068817,47.636536,50.644062,62.945732,28.439426,66.148338,54.478004,104.294388,108.287361,77.328491,37.304028,75.032242,52.592175,67.522263
2015-11-30,109.988617,66.581673,129.44455,62.571785,23.598886,75.790306,106.370651,,177.506027,120.638893,114.170456,30.825552,89.670898,58.698101,37.090397,102.176849,137.787231,46.274746,49.846153,62.4594,27.720406,65.190147,54.111813,103.293633,104.980812,76.457558,37.197624,75.067947,52.458443,67.332626
2015-11-27,109.533035,66.77684,130.77948,61.340149,23.659508,75.001862,107.926765,,177.319183,121.413849,113.384346,30.550716,90.671783,59.12944,37.55164,102.239517,139.028,47.104053,49.460953,63.427361,27.737328,65.939262,54.534344,103.546074,106.499008,77.260742,37.017586,75.201958,53.394562,66.978073
2015-11-25,109.737572,66.628136,131.20665,61.572704,23.590221,75.416809,111.2453,,176.090317,121.332733,113.007629,30.541851,90.308609,58.856556,37.447205,101.59507,138.711182,46.894543,49.240849,63.332939,27.805002,66.11348,54.799126,103.500992,106.564217,76.989784,36.763866,74.505157,53.706604,66.994545
2015-11-24,110.52787,66.572372,132.292389,61.495178,23.616205,75.815201,110.570335,,175.643463,120.386589,113.498978,30.462069,90.379471,58.786129,37.447205,101.488487,138.816772,46.685036,49.754436,62.567997,27.04368,66.592552,54.849823,104.077988,105.427879,77.212349,36.984844,74.085289,53.421307,67.514015
2015-11-23,109.477264,67.139297,132.016525,61.1679,23.754766,74.703087,111.948364,,176.127563,119.395386,113.384346,30.568447,91.026047,58.874153,37.101749,101.657234,139.60878,47.14769,49.699409,62.544399,26.5023,66.174454,55.261089,104.249298,104.468529,77.522026,36.821156,73.17408,53.724422,66.194748
2015-11-20,110.91835,67.30658,132.959869,61.271259,23.876007,73.873138,112.557701,,178.250153,117.331879,113.417076,30.728025,90.769188,59.455154,36.644028,101.159912,139.872742,47.226261,49.699409,62.634117,27.221323,66.043793,55.334335,104.429626,105.222977,77.599434,37.148529,73.102592,53.555031,65.79071
2015-11-19,110.434891,67.604004,132.81752,60.306622,23.702803,75.383629,111.282791,,179.702408,114.313179,111.975815,30.408871,90.113754,59.560795,37.2313,100.618187,139.37117,47.383392,49.470135,59.390255,27.314373,66.392235,55.379391,103.699341,103.043457,77.560738,37.451351,73.995934,54.116718,66.211243
2015-11-18,109.049568,67.055641,131.96312,60.565014,23.4863,76.528946,110.748451,,180.288925,114.024849,111.222435,29.398193,90.272018,59.375923,36.514477,99.934364,138.499985,47.339748,49.387585,59.390255,28.177202,66.11348,55.047005,103.392799,109.209473,77.86071,37.140343,75.559288,54.321766,66.574028
2015-11-17,105.702499,66.089081,130.005234,59.764008,23.217834,75.549614,108.864212,,177.412277,113.700439,109.584663,28.937189,89.243309,58.21394,35.987667,98.522354,137.281219,46.885818,48.580513,57.879295,27.805002,65.390518,54.956867,101.64373,106.545593,76.283379,36.894817,74.121033,53.421307,65.930885
2015-11-16,106.158073,66.60025,128.527878,60.62529,23.20052,75.898201,108.667343,,178.892517,108.88858,109.494591,28.458445,88.997131,58.548454,36.238125,98.628906,138.312805,46.877079,48.984047,58.294811,28.050316,65.590851,55.114613,101.778976,106.014687,76.351112,36.862076,73.111519,51.593643,66.705963
2015-11-13,104.447342,66.172729,126.899254,59.970718,22.698227,72.711205,107.654915,,177.24469,108.131668,107.889534,28.467314,87.818924,57.712177,35.737209,97.660927,136.074799,46.29221,48.136829,57.539326,28.143366,64.423622,54.354065,100.976578,103.769958,75.586632,36.199146,70.726303,50.300903,64.39724
2015-11-12,107.589859,66.897675,126.854782,59.135303,24.101171,73.678719,108.939201,,179.460419,111.564842,108.945923,28.724415,88.161842,58.099506,35.909939,99.561386,136.643051,46.29221,48.574097,59.484695,28.244871,65.033371,55.897705,101.256058,105.083252,75.780167,36.690212,71.825111,50.773426,65.477386
2015-11-11,107.952477,67.762009,129.035141,61.934444,24.09251,75.589157,109.229813,,183.761429,112.375832,110.567329,29.132233,89.559853,59.287903,36.307209,101.106606,139.04718,46.894543,48.874733,60.164627,28.540943,66.165764,55.356861,103.122345,106.685318,76.62207,37.09124,72.772072,51.335102,67.299629
2015-11-10,108.566086,68.189514,129.177551,62.382313,24.231075,76.441887,110.073502,,184.15239,112.871452,110.935844,29.442524,89.199341,59.578392,36.074024,100.54715,137.770813,47.514332,48.747185,61.382847,28.583239,66.000229,55.593475,102.824821,107.942734,76.912369,36.91119,74.292961,52.315796,67.901566
2015-11-09,112.099144,68.23597,129.916214,61.917225,24.404276,75.695755,109.136063,,183.174896,112.186623,110.804787,29.566643,88.662994,59.323109,35.875389,100.289612,137.665848,47.348476,49.339333,61.609478,28.464809,65.677963,55.785023,101.724876,106.424515,75.383415,37.074875,74.248505,52.146404,67.571724
2015-11-06,112.554688,69.053848,131.660553,63.596703,24.6381,77.097832,108.432983,,185.418518,113.520241,113.212357,30.001045,89.612587,60.265034,36.238125,100.627068,139.230743,47.671459,50.031685,62.223324,28.701658,65.826019,56.423141,101.968307,106.936798,76.069237,37.467712,75.306892,52.404934,69.047668
2015-11-05,112.42453,68.709953,131.687271,63.923988,24.620781,77.524193,105.930046,,178.762192,113.28595,113.490768,30.142902,89.973083,58.486835,36.557671,100.218567,138.994751,48.055557,49.539749,62.261078,28.887766,66.540283,56.423141,102.752678,108.25943,76.561874,37.811455,76.445358,52.253384,69.325592
2015-11-04,112.945198,68.840073,131.883011,64.208206,24.655418,79.344421,106.164391,,178.417694,112.979568,114.902443,30.27589,89.630173,57.967453,36.246758,99.818924,138.924774,48.474571,49.55798,61.552822,28.879301,67.123909,56.160053,102.851837,106.778458,75.682838,37.762348,77.806152,52.039413,70.281975
2015-11-03,113.472885,68.802917,130.984161,64.38047,24.776661,80.467735,108.311127,,177.523987,113.23188,115.105209,30.204967,89.647743,57.90583,36.410843,99.53476,138.784927,48.107937,49.330231,62.043877,29.344559,67.115211,55.975342,102.500229,109.591347,75.248184,38.016064,78.473206,51.807606,70.993141
2015-11-02,112.186066,68.719284,131.258377,64.027336,24.915224,77.860359,107.842407,,176.58374,112.105507,113.880188,30.028894,89.83239,57.694561,36.479939,99.561386,139.807755,48.107937,48.501217,61.944733,29.420076,66.723228,55.633892,102.662506,110.550713,72.659409,38.286144,76.979012,51.361847,69.709778
2015-10-30,110.630745,68.08728,130.966507,62.864632,24.984503,74.51506,106.623749,,174.55426,111.411659,113.644905,29.808805,88.830063,56.558979,36.574932,99.685722,137.438583,47.715111,47.95462,61.869175,28.379551,66.531601,55.085323,101.778976,109.703125,74.939079,38.367985,75.315804,51.031975,67.63353
2015-10-29,111.584305,68.979492,130.179276,61.986122,25.235649,73.703331,107.842407,,176.779251,111.402664,114.02623,29.95846,89.128998,57.40406,36.954933,100.014305,137.788269,47.898434,48.610538,61.911682,29.176729,67.089081,55.443569,103.041183,111.500771,75.83741,37.97514,74.604256,51.673878,67.21666
2015-10-28,110.417809,69.193253,130.798431,61.986122,25.426178,73.621346,107.186203,,178.110519,111.57386,114.25338,30.557106,88.346466,57.65934,36.903118,100.298485,138.199188,48.099201,49.17535,61.991947,29.747337,66.644836,55.594707,103.014153,111.565971,76.185173,38.040623,75.555923,51.388584,67.25753
2015-10-27,106.048149,68.784309,131.311432,60.62529,25.157703,71.907677,106.651848,,173.446411,112.159584,111.843887,30.345816,88.091499,56.021988,36.799488,99.144005,137.018951,46.676308,48.911163,61.770027,29.36134,67.324242,55.348408,102.247795,111.184105,74.881096,37.786903,84.636879,51.24593,66.28479
2015-10-26,106.723946,68.951637,129.75473,61.598541,25.071108,72.785011,106.417511,,174.098083,112.646156,116.549294,30.451468,87.871704,56.250881,36.782211,99.623535,136.852829,46.187454,49.421322,62.034454,28.664848,67.498451,56.10408,101.670776,108.538857,75.518661,37.942402,79.584999,51.727371,66.391068
2015-10-23,110.241913,69.323372,129.75473,61.796627,25.417513,74.810242,106.01442,,172.692352,112.285744,117.376846,30.724375,88.196999,56.224476,36.954933,99.987656,136.197189,46.161266,48.164154,61.633087,28.572548,67.097771,56.322384,101.228996,107.97068,74.446442,37.778728,80.011909,51.977013,67.829735
2015-10-22,106.927628,67.380936,129.409775,61.04731,25.123068,75.121819,106.164391,,170.886261,112.060463,116.898209,30.284197,87.511192,55.625866,37.343575,98.460167,136.380753,45.401806,43.754951,62.520782,27.968372,65.198875,55.857784,101.265083,106.005379,73.818542,37.557747,78.828979,52.511932,67.756126
2015-10-21,105.31678,71.107826,124.88118,59.341999,24.490879,73.244171,103.20211,,167.292816,111.105293,114.326385,29.377428,85.840645,54.63113,36.436749,91.062569,130.977982,44.162228,42.998829,62.549114,28.077463,64.101334,54.839039,99.80452,110.010513,72.891228,36.714764,78.304253,52.280121,65.56546
2015-10-20,105.326027,71.516747,122.838028,59.853043,24.681398,73.785339,102.967751,,172.701645,110.699806,114.099251,29.439051,85.80545,55.036064,36.523117,92.217049,130.357315,43.987629,43.518093,62.501888,28.530592,64.255615,53.523621,98.226776,112.162086,73.683319,37.025761,78.926811,52.378201,66.07225
2015-10-19,103.437447,71.563217,122.431129,59.001289,24.464895,73.818115,102.620903,,172.915787,110.925064,121.060081,29.571108,86.113205,54.771984,36.264027,92.794304,129.386917,44.869312,43.381443,62.898518,28.950161,64.885818,51.525299,95.855621,112.450829,74.369164,36.58382,78.677788,52.467354,66.203041
2015-10-16,102.798645,71.7584,121.705887,59.350513,24.464895,74.851227,101.46785,,172.394424,110.60067,122.009277,29.086914,86.376968,54.956852,36.289944,93.087372,129.99884,44.939148,43.281239,61.604767,28.874636,64.661362,52.057056,95.476959,111.752274,73.412865,36.58382,78.393166,52.503017,67.421013
2015-10-15,103.557793,71.321564,121.520111,60.330036,24.378296,74.383865,101.139755,,172.189606,109.76265,121.7659,28.831617,85.418594,54.48148,36.203564,92.057228,130.427216,44.275711,42.825745,60.811497,28.597725,64.117462,52.157814,94.629463,111.929222,72.775322,36.559261,77.610481,52.895302,66.603592
2015-10-14,102.030258,70.791801,118.716293,60.22781,24.09251,73.596733,99.114899,,167.115921,108.374954,121.701004,28.875628,83.11499,52.808926,35.996296,91.311218,129.666641,43.245636,42.525124,59.418591,27.725023,64.065666,51.592464,92.655014,113.698952,71.674133,36.002728,74.737648,53.519375,65.524582
2015-10-13,103.492973,71.191444,124.085121,59.767864,24.118492,72.46524,99.921089,,168.475082,109.582443,121.38456,28.20656,83.923882,54.182186,35.970398,91.80854,130.357315,43.184525,42.716415,59.404427,27.674675,63.97934,52.773552,93.141876,115.487259,72.446884,36.305542,75.724907,59.492729,64.707176
2015-10-12,103.317093,71.851326,124.430122,60.048954,24.213747,72.760414,99.696114,,167.786224,109.843765,122.617767,28.356218,84.398666,54.331837,36.272667,91.684219,131.187775,44.266987,42.816628,59.69717,27.87607,64.169281,53.417259,93.51152,114.108772,72.437256,36.256443,76.67659,59.671021,64.821625
2015-10-09,103.798492,71.869896,123.563301,60.73037,24.170452,73.440933,98.955528,,166.818008,109.330132,123.631866,28.294592,83.853546,54.516693,36.289944,91.257942,131.047928,44.476486,42.916851,58.993629,27.892851,64.298759,53.383678,92.808296,111.090973,71.461617,36.141861,75.929497,59.457054,64.78891
2015-10-08,101.37294,71.730507,122.979507,61.190311,24.170452,73.719734,98.064964,,168.568192,109.086838,123.542618,28.629128,83.598564,54.692753,36.25539,91.426674,130.680756,44.537594,43.226582,58.979469,27.766977,64.229706,52.801537,92.94352,108.11972,71.384361,36.199146,74.96003,59.62645,65.41832
2015-10-07,102.557945,71.730507,121.192863,59.946739,23.850027,72.252052,96.921295,,169.648087,107.816277,121.7659,28.453064,83.510643,54.692753,35.85812,90.378738,128.984741,44.476486,42.634426,57.652649,27.934809,63.642643,52.342529,92.114067,108.445702,70.727501,35.888145,75.102341,59.162861,64.739853
2015-10-06,103.048599,71.210052,119.078926,60.321522,23.58156,71.325539,97.277527,,167.86998,106.942223,120.703117,27.942453,82.139015,54.622337,35.374489,90.494209,127.454819,43.472599,42.588875,58.167332,27.51524,63.366394,51.805183,91.122345,108.091766,69.626289,35.597607,74.799927,58.556606,63.669041
2015-10-05,102.557945,71.571159,118.539383,58.924625,23.252481,68.898544,97.352524,,168.223724,107.410789,120.91404,27.475859,83.317207,54.595924,35.417664,89.845909,127.918152,44.720901,42.479568,58.67728,28.094242,63.211002,51.642841,91.834579,111.444901,69.771187,35.549133,78.233078,58.725986,62.786224
2015-10-02,102.187614,68.895317,117.248016,55.960503,22.308521,66.865135,96.55571,,164.788513,106.158257,117.295731,26.859615,82.587425,53.530769,34.882206,88.620369,125.190544,43.769405,41.51392,59.12112,27.758589,62.520359,50.249062,90.1847,110.681137,68.264297,34.611927,77.477081,57.932526,62.026012
2015-10-01,101.447006,68.413864,115.523277,54.844711,22.282539,64.233154,96.246346,,163.866882,105.455406,116.492561,26.410635,81.919189,53.680416,34.372669,87.723427,123.092377,43.097237,40.639355,58.469509,26.718058,62.114609,49.459808,88.661034,108.613365,67.607445,34.708878,75.271324,57.299515,60.538307
2015-09-30,102.113564,68.63607,115.823997,55.670918,22.551006,64.675926,95.805756,,161.762894,104.067711,117.612122,26.533888,82.077461,53.287121,34.649017,87.501419,123.940422,43.114693,40.320511,58.06345,26.357233,62.105988,49.812458,89.733917,108.05452,67.288666,35.153233,73.910515,57.807701,60.775364
2015-09-29,100.965599,67.682404,113.878128,54.776566,22.026962,62.519512,93.199692,,159.99411,101.742889,115.583908,25.741564,81.804909,52.299511,34.25177,86.568954,123.748062,42.468723,39.573498,56.505264,26.029968,62.399506,49.247101,89.67981,106.387268,66.197151,35.169399,72.985504,56.862671,59.647316
2015-09-28,104.094742,67.904617,113.329735,54.333656,22.044147,62.125938,92.327866,,161.07399,102.815201,115.624466,25.318996,80.336578,52.421871,34.139473,85.219078,120.97673,42.267941,39.436848,57.671543,25.862148,61.959198,48.60339,89.328201,104.971504,64.91243,35.339066,73.492493,56.755688,59.344856
2015-09-25,106.196243,69.534172,115.877075,55.347248,22.362005,63.708405,94.024643,,167.413834,105.194092,117.977165,25.36301,80.01123,53.724121,34.217213,86.666626,122.008347,43.298016,40.028988,59.021957,26.760019,62.736187,48.86647,90.076508,108.389839,68.283623,35.726871,75.885017,56.862671,59.859837
2015-09-24,106.464729,69.154572,114.762611,56.045692,21.829372,63.044266,94.324608,,164.69545,104.833649,117.157806,25.072495,81.312515,52.63163,33.81131,86.4002,120.277344,44.162228,40.001663,54.201054,27.439718,61.605255,48.597794,89.12986,112.78614,67.84893,35.621849,76.267471,56.907249,59.45113
2015-09-23,105.835205,70.024902,116.460838,59.793423,21.717695,62.412949,95.215164,,167.022827,104.680473,116.549294,25.30139,81.760918,52.998699,33.474483,86.480133,120.34729,44.546329,39.965225,54.503239,27.372583,60.655628,48.676155,89.328201,114.825951,68.534767,35.53297,77.770584,56.809174,59.099644
2015-09-22,104.98349,70.098984,118.512856,61.054024,21.59742,63.339432,96.077621,,167.311386,104.347061,117.174019,25.239765,81.980743,53.234688,33.500397,86.320282,120.662018,44.293171,39.992554,54.758221,27.070499,60.595207,49.370251,89.238075,114.499985,67.858589,35.896542,77.121307,56.693272,59.459309
2015-09-21,106.659157,71.052643,120.30838,61.462872,21.941057,64.028168,96.940063,,170.690781,105.049919,118.837151,25.671141,81.884033,53.706646,33.845852,86.941948,122.427956,44.502682,40.183865,55.0368,27.204754,60.992332,51.245422,90.626457,115.440712,68.370544,36.195473,78.490997,56.809174,59.990631
2015-09-18,105.02977,70.321182,120.37027,61.207348,21.941057,63.741196,96.405708,,168.447189,103.734322,117.238922,25.54789,82.112633,53.260902,33.66449,86.18708,122.060799,45.506561,39.609943,54.323822,27.565588,60.379372,50.976738,89.851128,114.071495,67.414268,36.009655,76.925636,56.47039,59.410271
2015-09-17,105.464905,71.348923,121.573189,63.081203,22.233145,65.110489,97.680618,,173.576736,106.24839,120.183899,26.155331,83.387535,54.755424,34.009941,86.888657,124.971992,47.104053,40.311398,54.427689,28.094242,60.638355,52.230583,91.654274,114.807335,68.544418,36.542889,79.762878,57.477829,60.865288
2015-09-16,107.770096,71.589653,121.352074,64.426971,22.39637,64.79071,97.455635,,175.61554,106.167274,120.402946,26.208157,83.18531,56.057671,33.81131,87.643524,126.064819,47.025486,40.356953,54.57407,27.842501,60.517502,52.583229,91.879662,112.842033,68.573395,37.318504,80.856857,57.673981,60.734497
2015-09-15,107.649734,70.830421,120.55603,63.524117,22.319052,63.273838,96.958809,,174.50769,104.689476,119.68898,26.172941,83.000664,55.568237,33.249939,87.199478,125.540222,46.74614,40.065434,53.752491,27.834106,59.956348,51.877945,90.933022,111.79882,68.109741,37.463928,80.865753,57.344101,59.557404
2015-09-14,106.751709,69.571236,118.902023,61.982441,22.07851,62.125938,97.324394,,171.240051,103.382889,118.163773,25.873621,82.051086,54.519447,32.90448,86.116028,123.101158,45.689884,39.209103,52.83173,27.448105,58.756367,51.402142,89.508507,109.721756,67.626762,36.882225,80.198685,57.308441,59.254951
2015-09-11,105.733368,69.904533,119.114311,61.863194,22.353415,62.142349,97.9431,,172.478226,104.022652,119.559196,25.944048,81.708183,54.676754,32.930389,86.506767,123.494499,45.471645,39.609943,52.798691,27.666286,59.06715,51.682026,89.697838,110.560043,68.351242,36.946854,80.403275,57.638309,59.418449
2015-09-10,104.21508,69.728622,118.12368,61.684315,22.559597,62.035759,96.180725,,173.074066,103.166611,118.610001,25.767979,81.523544,54.764164,32.895851,84.588554,123.074883,45.628777,39.436848,52.118759,27.372583,58.98082,51.161453,89.337219,108.76239,67.839279,36.72871,79.496033,57.165798,59.279465
2015-09-09,101.974693,69.552689,117.327629,62.144287,22.284689,61.429005,95.533905,,172.859894,102.698059,117.677017,25.741564,81.083939,54.344646,32.793106,84.748398,123.144844,44.945034,39.236439,51.873222,26.818756,59.118946,51.413349,88.78727,107.188278,67.230705,36.672157,79.104706,58.057335,58.85442
2015-09-08,103.974388,69.895264,118.362495,63.285629,22.593956,63.003284,97.50251,,173.046112,104.914757,119.44561,25.970459,82.596207,55.20116,33.306835,85.947289,125.391586,45.602802,39.983444,52.765636,27.297058,60.413906,51.95631,89.842102,107.663307,68.129074,37.06805,80.127541,59.180683,60.080559
2015-09-04,101.160019,68.589775,114.771439,62.263515,21.923872,62.863888,94.652702,,167.925842,103.103546,116.581772,25.107712,80.283791,53.750332,32.981468,84.233315,122.253113,44.650768,38.817383,51.792961,26.323669,59.36068,50.758434,87.588165,104.204079,66.805725,36.211639,77.761681,56.960739,59.230434
2015-09-03,102.178383,69.682327,115.885918,63.413387,22.25032,64.16758,95.608894,,172.282715,105.06794,119.080551,25.600706,81.453201,54.781647,33.529457,85.263474,123.914154,45.568188,39.628151,52.340679,26.760019,60.370735,51.446941,89.030655,105.715744,68.003471,36.938782,78.499908,57.825527,60.317604
2015-09-02,104.002151,69.38604,115.540962,64.818787,22.035553,64.003578,95.515144,,171.77066,104.959793,117.677017,25.178135,82.077461,54.685501,33.306835,85.290115,123.477058,45.853794,39.500618,52.005436,26.827147,60.267143,51.071903,88.636414,105.938332,67.250038,36.639839,78.117447,57.451088,59.859837
2015-09-01,99.72506,68.515701,112.719452,63.796703,21.580238,64.110176,93.284065,,169.545685,101.88707,115.754272,24.491463,80.969627,53.706646,33.178398,83.007774,121.081635,45.464325,38.097694,51.032974,26.315273,59.481556,50.221073,87.346252,104.45446,66.612511,36.276264,76.525391,56.898335,58.9198
2015-08-31,104.390999,71.034119,115.58519,65.108398,22.233145,66.405975,95.505775,,175.578293,104.410133,119.981064,25.12532,82.631386,56.022709,33.666447,84.384285,124.263855,46.606777,39.64637,52.498714,27.036932,61.009575,51.279007,89.191917,107.301605,68.872879,37.173077,76.979012,57.709637,61.502861
2015-08-28,104.881653,70.969315,117.849472,64.691032,22.336231,65.946808,96.068237,,174.787003,105.360458,120.054085,25.01968,83.677689,56.048916,33.777744,85.476624,126.07354,47.922325,40.01989,52.851048,27.406153,61.475761,52.191399,89.980347,108.766937,69.99337,37.221558,77.752815,57.896858,61.363922
2015-08-27,104.539131,71.182266,116.637733,64.444023,22.482281,63.659195,95.777626,,175.541061,105.485977,120.508377,24.403429,84.600891,56.354832,33.623631,85.68087,125.802513,47.558815,39.992554,52.907433,27.909634,61.708843,52.208199,90.849426,109.221359,69.935402,37.318504,78.135231,58.913212,61.184078
2015-08-26,101.548851,70.024902,114.399956,62.919392,22.061331,59.928539,93.021576,,171.078522,103.934982,119.01561,24.033676,83.624924,54.982662,33.161282,83.761803,124.770935,47.100105,38.908478,51.094048,27.213152,61.208145,51.251007,89.595078,105.224205,68.283623,36.486336,75.965065,57.798798,59.263134
2015-08-25,96.040459,68.071266,110.99469,61.377693,21.150694,57.411358,89.890541,,165.345016,99.48819,114.358879,22.774773,79.773842,52.360703,32.527679,80.293365,120.329796,44.287254,36.867855,48.637054,26.298489,59.06715,49.706104,87.579193,101.996803,64.690269,35.145161,72.04274,56.256428,56.165104
2015-08-24,95.466469,69.117516,112.498322,62.025032,21.640371,59.133209,89.393707,,166.495453,100.895744,116.395187,23.109304,81.611473,52.657845,32.861607,81.754677,121.151596,46.727947,37.970146,48.796791,26.961411,59.688721,50.864788,88.502037,102.414139,66.032944,36.147003,73.172279,57.014236,56.173267
2015-08-21,97.910515,71.321152,116.496223,63.881847,22.740005,62.11776,92.655983,,174.177277,104.14119,120.759918,23.382217,84.020607,55.585709,33.846237,85.504822,124.220154,48.268528,39.236439,50.206154,28.144596,62.019642,52.062656,92.220238,107.839516,68.766602,37.245789,76.14296,59.323345,58.960674
